responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,13, vehicles ,1006,121,647294.6000000238,109.2734375,994.7265625,129.7734375,1059.7578125,1,13,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,13, vehicles ,1021,121,647344.5,109.2734375,994.7265625,129.7734375,1059.7578125,1,13,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,13, vehicles ,1034,122,647394.6000000238,109.2734375,994.7265625,129.7734375,1059.7578125,1,13,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,13, vehicles ,1042,125,647445.1000000238,109.2734375,994.7265625,129.7734375,1059.7578125,1,13,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,13, vehicles ,1045,125,647495.6000000238,109.2734375,994.7265625,129.7734375,1059.7578125,1,13,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,13, vehicles ,1045,125,647545.7999999523,109.2734375,994.7265625,129.7734375,1059.7578125,1,13,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,13, vehicles ,1037,128,647594.7000000477,109.2734375,994.7265625,129.7734375,1059.7578125,1,13,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,13, vehicles ,1006,133,647644.5,109.2734375,994.7265625,129.7734375,1059.7578125,1,13,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,13, vehicles ,995,123,,99.5234375,994.7265625,139.5234375,1059.7578125,1,13,hover,443.10000002384186,443.10000002384186,0.17335415665545412,0.8369140625,77,,,elementary,6,,,,,,,,,,,,,,
3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,12, make ,988,135,,99.5234375,945.703125,139.5234375,994.7265625,1,12,hover,33.5,33.5,0.4140239043824701,0.9119140625,77,,,elementary,6,,,,,,,,,,,,,,
3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,11, to ,940,138,647694.6000000238,109.2734375,925.6875,129.7734375,945.703125,1,11,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,11, to ,940,138,,99.5234375,925.6875,139.5234375,945.703125,1,11,hover,16.299999952316284,16.299999952316284,0.7150663544106167,0.9619140625,77,,,elementary,6,,,,,,,,,,,,,,
3659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,24, have ,908,140,,139.5234375,882,179.5234375,926.0390625,2,11,hover,16.800000071525574,16.800000071525574,0.5903849565371652,0.0119140625,77,,,elementary,6,,,,,,,,,,,,,,
3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,23, will ,872,141,,139.5234375,852,179.5234375,882,2,10,hover,16.699999928474426,16.699999928474426,0.6666666666666666,0.0369140625,77,,,elementary,6,,,,,,,,,,,,,,
3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,22, they ,818,143,647744.3999999762,149.2734375,812.9765625,169.7734375,852,2,9,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,22, they ,818,143,,139.5234375,812.9765625,179.5234375,852,2,9,hover,16.600000023841858,16.600000023841858,0.12872872872872873,0.0869140625,77,,,elementary,6,,,,,,,,,,,,,,
3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,21, because ,770,144,,139.5234375,739.921875,179.5234375,812.9765625,2,8,hover,16.899999976158142,16.899999976158142,0.4117206715859266,0.1119140625,77,,,elementary,6,,,,,,,,,,,,,,
3727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,20, version ,694,144,647794.2000000477,149.2734375,676.890625,169.7734375,739.921875,2,7,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,20, version ,738,144,,139.5234375,676.890625,179.5234375,739.921875,2,7,hover,33.10000002384186,33.10000002384186,0.2714427367377293,0.1119140625,77,,,elementary,6,,,,,,,,,,,,,,
3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,19, Google’s ,656,144,,139.5234375,601.1640625,179.5234375,676.890625,2,6,hover,33.39999997615814,33.39999997615814,0.2619416073455071,0.1119140625,77,,,elementary,6,,,,,,,,,,,,,,
3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,18, from ,601,144,647844.3999999762,149.2734375,560.15625,169.7734375,601.1640625,2,5,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,18, from ,563,141,647894.2000000477,149.2734375,560.15625,169.7734375,601.1640625,2,5,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,18, from ,601,144,,139.5234375,560.15625,179.5234375,601.1640625,2,5,hover,66.60000002384186,66.60000002384186,0.06934654219851401,0.0369140625,77,,,elementary,6,,,,,,,,,,,,,,
3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,17, different ,557,140,,139.5234375,490.4296875,179.5234375,560.15625,2,4,hover,16.700000047683716,16.700000047683716,0.954733893557423,0.0119140625,77,,,elementary,6,,,,,,,,,,,,,,
3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,4, including ,550,138,,99.5234375,549.421875,139.5234375,625.4765625,1,4,hover,16.799999952316284,16.799999952316284,0.007601438109912686,0.9619140625,77,,,elementary,6,,,,,,,,,,,,,,
3878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,3," makers, ",543,137,647944.5,109.2734375,480.40625,129.7734375,549.421875,1,3,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,3," makers, ",513,136,647994.6000000238,109.2734375,480.40625,129.7734375,549.421875,1,3,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,3," makers, ",482,134,648044.5,109.2734375,480.40625,129.7734375,549.421875,1,3,,,,,,,,,elementary,6,,,,,,,,,,,,,,
3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,3," makers, ",543,137,,99.5234375,480.40625,139.5234375,549.421875,1,3,hover,116.60000002384186,116.60000002384186,0.02309259678514829,0.8619140625,77,,,elementary,6,,,,,,,,,,,,,,
4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,2, car ,463,134,648094.3999999762,109.2734375,450.3984375,129.7734375,480.40625,1,2,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,2, car ,474,134,,99.5234375,450.3984375,139.5234375,480.40625,1,2,hover,83.39999997615814,83.39999997615814,0.086696172871648,0.8619140625,77,,,elementary,6,,,,,,,,,,,,,,
4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,1, Other ,448,134,648144.5,109.2734375,400.375,129.7734375,450.3984375,1,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,1, Other ,448,134,,99.5234375,396.80189732142856,139.5234375,450.3984375,1,1,hover,50.200000047683716,50.200000047683716,0.7686709354989849,0.9369140625,77,,,elementary,6,,,,,,,,,,,,,,
4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,432,141,648194.7999999523,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,416,150,648244.7000000477,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,409,153,648294.7000000477,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,408,153,648344.8999999762,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,407,155,648394.7999999523,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,404,157,648444.2999999523,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,401,158,648494.2999999523,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,14, that ,432,141,,139.5234375,400.375,179.5234375,435.40625,2,1,hover,316.39999997615814,316.39999997615814,0.01784121320249777,0.4619140625,77,,,elementary,6,,,,,,,,,,,,,,
4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,-1,999,397,158,648544.1000000238,,,,,,,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,-1,999,393,158,648594.1000000238,,,,,,,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,-1,999,392,157,648644.2000000477,,,,,,,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,-1,999,392,157,648694.2999999523,,,,,,,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,-1,999,392,156,648743.8999999762,,,,,,,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,-1,999,394,156,648794.8999999762,,,,,,,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,-1,999,399,156,648844.3999999762,,,,,,,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,407,157,648895,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,415,160,648944.7999999523,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,421,163,648994.8999999762,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,426,165,649044.7000000477,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,14, that ,434,167,649094.7000000477,149.2734375,400.375,169.7734375,435.40625,2,1,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,14, that ,401,156,,139.5234375,400.375,179.5234375,435.40625,2,1,hover,250.10000002384186,250.10000002384186,0.9598572702943801,0.6869140625,77,,,elementary,6,,,,,,,,,,,,,,
5077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,15, will ,443,169,649144.6000000238,149.2734375,435.40625,169.7734375,465.40625,2,2,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,15, will ,454,170,649194.5,149.2734375,435.40625,169.7734375,465.40625,2,2,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,15, will ,437,168,,139.5234375,435.40625,179.5234375,465.40625,2,2,hover,132.5,132.5,0.9197916666666667,0.7869140625,77,,,elementary,6,,,,,,,,,,,,,,
5177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,16, be ,467,171,649244.3999999762,149.2734375,465.40625,169.7734375,490.4296875,2,3,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,16, be ,479,172,649294.6000000238,149.2734375,465.40625,169.7734375,490.4296875,2,3,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,16, be ,489,174,649344.5,149.2734375,465.40625,169.7734375,490.4296875,2,3,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,16, be ,467,171,,139.5234375,465.40625,179.5234375,490.4296875,2,3,hover,116.39999997615814,116.39999997615814,0.9428660630658757,0.8619140625,77,,,elementary,6,,,,,,,,,,,,,,
5327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,17, different ,498,175,649394.6000000238,149.2734375,490.4296875,169.7734375,560.15625,2,4,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,17, different ,507,175,649444.6000000238,149.2734375,490.4296875,169.7734375,560.15625,2,4,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,17, different ,520,175,649495.1000000238,149.2734375,490.4296875,169.7734375,560.15625,2,4,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,17, different ,537,173,649544.7000000477,149.2734375,490.4296875,169.7734375,560.15625,2,4,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,17, different ,555,170,649594.7999999523,149.2734375,490.4296875,169.7734375,560.15625,2,4,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,17, different ,492,174,,139.5234375,490.4296875,179.5234375,560.15625,2,4,hover,267.7000000476837,267.7000000476837,0.9977591036414566,0.7619140625,77,,,elementary,6,,,,,,,,,,,,,,
5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,18, from ,569,169,649645.1000000238,149.2734375,560.15625,169.7734375,601.1640625,2,5,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,18, from ,580,167,649695,149.2734375,560.15625,169.7734375,601.1640625,2,5,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,18, from ,589,167,649744,149.2734375,560.15625,169.7734375,601.1640625,2,5,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,18, from ,599,167,649794.8999999762,149.2734375,560.15625,169.7734375,601.1640625,2,5,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,18, from ,565,169,,139.5234375,560.15625,179.5234375,601.1640625,2,5,hover,183.29999995231628,183.29999995231628,0.9472280434368451,0.6869140625,77,,,elementary,6,,,,,,,,,,,,,,
5777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,617,167,649844.3999999762,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,644,164,649894.3999999762,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,665,163,649944.5,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,649994.5,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
5978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650045.2000000477,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650095.2999999523,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650145.5,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650195.7999999523,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650245.2999999523,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650295.7999999523,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650345.2999999523,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650395.8999999762,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,673,163,650445.5,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,19, Google’s ,674,163,650494.7999999523,149.2734375,601.1640625,169.7734375,676.890625,2,6,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,19, Google’s ,604,167,,139.5234375,601.1640625,179.5234375,676.890625,2,6,hover,699.1000000238419,699.1000000238419,0.9618281233880119,0.5869140625,77,,,elementary,6,,,,,,,,,,,,,,
6477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,20, version ,694,162,650544.6000000238,149.2734375,676.890625,169.7734375,739.921875,2,7,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,20, version ,726,162,650594.6000000238,149.2734375,676.890625,169.7734375,739.921875,2,7,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,20, version ,678,163,,139.5234375,676.890625,179.5234375,739.921875,2,7,hover,117.60000002384186,117.60000002384186,0.9536440257808627,0.5619140625,77,,,elementary,6,,,,,,,,,,,,,,
6577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,21, because ,759,162,650644.7000000477,149.2734375,739.921875,169.7734375,812.9765625,2,8,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,21, because ,788,162,650694.3999999762,149.2734375,739.921875,169.7734375,812.9765625,2,8,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,21, because ,806,162,650744.6000000238,149.2734375,739.921875,169.7734375,812.9765625,2,8,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,9,6,16,17,21, because ,748,162,,139.5234375,739.921875,179.5234375,812.9765625,2,8,hover,149,149,0.95925569457812,0.5619140625,77,,,elementary,6,,,,,,,,,,,,,,
6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,22, they ,819,162,650794.6000000238,149.2734375,812.9765625,169.7734375,852,2,9,,,,,,,,,elementary,6,,,,,,,,,,,,,,
6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,9,6,16,17,22, they ,835,162,650844.8999999762,149.2734375,812.9765625,169.7734375,852,2,9,,,,,,,,,elementary,6,,,,,,,,,,,,,,
